,dia1,dia2,radius1,radius2,radius3,radius4,radius5,distance1,distance2,distance3,distance4,distance5,distance6,distance7,distance8,distance9,judgement
1288,10.03,10.0,24.96,31.02,29.83,5.9,20.09,66.06,21.94,35.89,99.56,124.78,179.98,37.77,14.8,21.91,1
1289,8.12,9.64,24.6,30.19,28.03,5.3,19.72,65.44,21.15,35.34,98.69,124.14,178.57,36.22,14.3,21.18,0
1290,8.79,9.09,23.44,30.33,28.15,5.66,18.94,64.36,21.3,35.2,99.04,124.5,178.5,37.29,13.44,21.51,0
1291,10.03,9.92,25.19,30.97,30.1,5.96,20.08,66.42,21.82,36.02,99.87,125.25,180.33,38.17,15.05,22.23,1
1292,10.0,9.96,25.03,30.93,30.16,6.04,20.19,65.8,21.95,35.82,100.13,124.53,180.11,37.83,15.22,22.22,1
1293,9.95,9.96,25.17,30.94,30.09,5.9,19.97,66.3,21.93,35.72,100.34,124.81,180.67,37.94,15.26,22.1,1
1294,10.13,10.76,24.85,32.16,30.02,6.08,18.85,66.65,21.09,36.01,100.27,126.45,178.48,38.35,13.95,22.95,1
1295,8.08,9.14,23.08,30.16,29.2,4.84,18.03,64.89,21.15,35.16,98.49,123.45,178.45,37.01,13.06,20.37,0
1296,10.09,9.98,24.95,31.19,29.91,5.93,20.07,65.65,21.89,36.02,100.0,124.6,179.36,37.92,14.81,21.81,1
1297,10.43,10.71,26.49,32.93,30.95,6.72,21.13,65.29,22.47,37.81,101.98,125.84,181.06,38.74,15.49,23.26,0
1298,9.98,10.02,25.18,30.89,30.02,5.93,19.81,65.95,22.21,36.06,100.05,124.89,179.41,38.04,14.91,22.0,1
1299,9.93,9.96,25.15,31.06,30.13,6.0,19.95,66.04,22.25,35.82,99.76,125.23,180.03,37.96,15.12,21.84,1
1300,10.0,10.08,25.1,31.1,30.0,5.91,19.93,66.32,22.22,35.84,100.06,124.6,179.63,37.79,14.96,21.88,1
1301,9.96,10.06,24.89,30.96,30.02,6.02,19.92,66.3,21.76,36.12,100.38,124.89,179.65,38.11,15.22,21.79,1
1302,9.94,10.02,24.99,30.91,30.17,5.9,20.2,66.25,21.99,36.01,99.68,125.11,180.35,37.8,14.89,22.24,1
1303,10.05,9.97,24.91,30.95,29.99,6.07,20.16,66.35,22.14,36.17,100.17,125.44,180.32,38.27,14.98,22.18,1
1304,9.97,9.91,24.83,30.8,30.09,5.98,20.19,65.95,22.09,35.85,99.96,124.77,180.13,38.19,14.76,21.79,1
1305,10.07,9.92,25.12,31.16,29.9,6.07,20.17,66.27,22.18,35.77,99.97,125.09,180.57,38.15,14.98,21.84,1
1306,10.47,9.18,24.91,30.36,29.49,6.61,19.59,65.8,21.6,35.95,101.18,124.62,180.15,38.48,14.26,21.4,0
1307,10.08,10.05,24.84,31.18,30.09,5.92,19.97,65.69,22.24,36.01,99.62,124.64,179.78,38.02,14.77,22.03,1
1308,9.5,8.38,24.38,29.09,28.97,4.37,18.69,64.98,21.07,35.54,98.47,123.7,178.72,37.02,13.51,20.7,0
1309,8.94,10.37,25.12,29.53,29.24,6.55,19.85,66.36,21.41,35.01,99.52,124.09,178.67,37.2,15.0,22.91,0
1310,10.07,9.98,24.94,30.97,30.12,5.97,20.12,66.6,21.71,35.81,99.51,125.29,179.47,38.04,15.25,22.02,1
1311,9.91,10.01,24.85,30.92,30.16,6.01,20.08,66.47,22.11,36.24,99.9,124.69,179.82,38.09,15.03,21.97,1
1312,9.92,9.91,25.2,31.06,29.91,5.97,20.06,66.45,21.96,35.92,99.67,124.7,179.26,38.03,14.88,22.29,1
1313,10.08,9.99,24.89,31.07,29.89,6.0,20.03,66.61,21.85,35.9,100.42,124.52,180.51,38.24,15.24,21.87,1
1314,10.05,10.02,24.88,30.97,29.84,5.9,20.13,66.34,22.08,36.19,99.59,124.69,180.21,37.9,15.04,21.86,1
1315,10.06,10.03,24.8,30.94,30.2,6.08,19.98,65.62,21.98,36.21,100.15,124.86,180.23,37.76,15.19,21.91,1
1316,9.16,9.25,25.56,30.04,30.19,6.82,20.72,67.29,22.64,35.81,99.56,125.4,180.84,36.81,14.84,20.77,1
1317,9.33,10.9,24.54,30.91,31.14,6.17,18.99,66.9,21.32,36.83,99.49,125.66,178.29,38.31,15.0,22.21,1
1318,10.04,9.99,25.11,30.88,29.97,5.91,19.93,66.19,22.07,35.87,99.83,125.37,179.96,37.92,15.03,21.76,1
1319,11.12,11.05,25.67,32.42,30.91,6.56,22.08,65.18,22.86,37.99,101.25,126.4,180.8,39.18,16.47,23.03,0
1320,9.84,9.59,25.22,31.82,29.98,6.08,19.6,64.96,23.18,35.86,99.78,125.47,178.7,37.47,14.41,22.49,0
1321,10.08,10.08,25.15,30.86,30.0,6.0,20.08,65.63,21.74,36.17,100.49,124.94,179.42,38.13,15.08,21.81,1
1322,10.06,9.93,24.82,31.16,30.19,6.05,20.05,65.99,22.28,35.94,100.23,125.31,180.25,37.75,14.79,22.16,1
1323,8.7,9.6,24.71,30.12,29.05,5.47,20.58,65.71,23.13,34.72,98.77,125.08,180.35,38.32,15.29,22.47,0
1324,11.05,11.15,26.91,31.2,30.51,6.58,20.81,64.26,23.65,37.69,101.05,126.85,181.0,38.4,15.61,23.97,0
1325,9.92,10.08,25.2,31.01,29.83,6.01,19.95,66.32,22.26,35.94,100.29,124.71,180.36,37.7,15.2,22.14,1
1326,8.95,10.05,24.16,31.39,30.85,5.84,20.35,66.24,22.8,36.73,100.23,125.85,180.95,37.5,15.12,22.4,0
1327,10.09,10.02,25.06,30.88,30.07,5.99,19.95,66.6,21.74,36.27,100.2,124.55,179.71,37.91,15.09,22.21,1
1328,10.03,10.1,24.8,30.93,30.0,5.98,20.09,65.82,22.22,35.73,100.21,124.87,179.76,38.29,14.75,22.14,1
1329,9.4,9.75,24.5,29.56,29.07,5.35,18.56,64.35,20.7,34.51,98.64,124.05,179.05,36.32,13.44,21.63,0
1330,10.41,9.06,25.77,30.7,30.24,5.06,21.16,66.17,22.18,37.11,101.46,126.23,180.17,38.27,16.12,20.93,0
1331,9.93,9.94,25.09,31.03,29.97,5.91,20.03,66.07,22.18,36.25,99.78,124.99,179.45,38.24,15.13,22.01,1
1332,9.93,10.09,25.19,31.12,29.9,5.94,20.06,66.42,22.17,36.18,99.91,124.76,179.77,38.14,14.91,21.74,1
1333,10.84,10.92,25.25,31.33,29.15,6.56,20.82,66.98,21.27,36.66,99.42,124.04,178.86,38.31,15.35,20.73,0
1334,8.17,8.37,24.24,29.97,28.86,5.54,19.61,65.27,20.51,35.01,98.03,123.02,178.5,36.52,14.15,21.4,0
1335,9.4,9.59,25.14,30.55,29.22,6.84,20.69,65.13,21.61,35.17,99.48,124.5,180.28,37.85,14.26,21.24,1
1336,10.02,9.92,24.87,30.81,30.07,5.91,19.84,65.93,21.91,35.74,99.81,124.95,180.05,38.27,14.81,22.3,1
1337,10.05,10.08,25.0,30.9,29.85,5.92,19.94,65.77,21.91,35.98,99.62,125.38,180.75,38.1,15.11,22.15,1
1338,9.93,10.02,25.02,30.87,29.91,6.04,20.03,65.95,21.72,35.76,100.15,124.77,180.46,38.2,15.13,21.94,1
1339,10.09,9.92,24.84,31.12,30.05,5.95,19.85,66.07,21.83,35.87,99.96,124.84,179.42,38.03,14.94,21.8,1
1340,10.84,10.36,25.02,29.92,30.68,6.95,19.65,66.65,21.26,34.72,98.55,124.92,179.98,38.87,15.88,22.48,1
1341,10.66,9.86,24.29,29.61,29.08,6.09,19.38,64.88,23.29,35.83,98.65,125.87,179.38,37.21,15.83,22.19,0
1342,9.99,10.04,24.82,31.18,29.85,5.97,20.0,66.49,22.21,35.98,99.62,125.03,180.18,37.78,14.77,21.78,1
1343,9.99,9.92,25.07,31.14,29.91,6.01,19.93,66.58,21.73,36.09,100.12,124.63,180.12,37.78,15.2,21.86,1
1344,8.9,10.94,25.87,31.94,31.04,5.43,20.59,65.12,20.76,35.17,100.08,124.24,180.1,36.71,15.02,22.46,0
1345,9.94,10.06,25.19,30.93,29.85,5.93,19.84,66.35,22.18,36.12,99.5,124.64,180.67,37.78,14.98,22.05,1
1346,9.93,10.04,24.85,31.17,30.17,5.91,19.98,65.67,22.0,36.09,100.43,125.4,180.29,37.74,15.26,21.79,1
1347,10.64,10.23,26.65,32.39,30.89,7.19,20.85,64.0,23.18,36.51,101.37,125.7,181.53,41.0,16.55,23.68,0
1348,9.3,8.46,24.35,30.71,28.79,5.31,18.73,64.27,20.8,35.01,98.77,123.22,178.35,36.59,13.65,20.65,0
1349,10.02,9.92,25.08,30.89,30.11,5.96,20.04,65.97,21.96,36.04,99.78,124.82,179.33,37.95,15.29,22.02,1
1350,9.93,10.03,24.91,30.84,29.99,5.96,19.86,65.73,21.92,36.06,99.69,125.18,179.81,37.71,14.77,21.7,1
1351,10.1,9.93,25.01,31.02,30.11,6.09,19.95,66.2,22.23,36.15,99.78,125.32,179.62,37.99,14.88,22.12,1
1352,9.96,9.27,24.37,29.54,29.16,5.43,20.18,65.04,22.42,35.57,100.66,125.71,180.48,36.87,15.76,21.33,1
1353,10.09,10.1,25.11,30.85,29.99,6.05,20.1,65.64,22.0,36.06,99.69,125.39,180.08,37.82,14.87,21.81,1
1354,10.91,9.39,24.05,30.09,28.89,6.82,19.14,67.03,22.91,36.15,99.04,125.17,180.09,38.98,14.28,21.83,1
1355,9.98,10.02,25.16,31.14,30.16,5.92,19.95,65.79,21.95,36.25,100.02,124.88,180.78,38.21,14.97,22.05,1
1356,9.29,9.41,25.46,31.52,30.14,4.93,20.1,66.54,20.97,34.89,101.49,125.88,178.59,39.22,14.55,21.04,1
1357,10.02,10.02,24.86,31.18,30.13,5.91,19.94,66.5,21.71,36.2,100.0,124.7,179.95,38.17,14.83,21.81,1
1358,8.91,8.18,24.4,30.71,28.08,5.39,19.38,64.91,20.14,34.73,98.06,123.53,178.24,37.54,13.44,20.96,0
1359,10.62,10.36,26.84,32.24,30.9,7.18,22.06,65.15,22.58,37.19,101.41,125.74,180.88,38.61,16.91,23.4,0
1360,10.3,11.05,26.25,31.6,31.46,7.47,20.91,64.9,23.84,36.31,101.56,125.67,181.37,40.75,15.51,22.51,0
1361,10.05,10.07,25.11,31.1,29.82,5.99,19.84,66.11,22.23,36.21,99.7,124.84,180.55,37.8,14.99,21.72,1
1362,10.66,11.22,25.84,31.31,30.65,6.67,21.47,64.79,23.66,36.6,101.46,125.65,180.83,39.97,15.33,23.62,0
1363,9.99,9.93,24.92,30.97,29.87,5.91,19.98,66.47,22.11,36.0,100.34,124.89,180.08,37.92,15.01,22.15,1
1364,10.25,8.74,24.86,29.78,30.19,6.26,19.59,66.78,22.75,35.02,98.63,125.07,180.5,37.99,16.26,22.98,0
1365,10.05,9.97,24.92,31.05,29.88,6.1,19.94,65.8,21.95,36.15,99.67,124.82,179.79,38.04,15.04,22.19,1
1366,10.03,9.96,24.88,30.97,29.93,6.02,19.84,66.56,22.1,36.28,99.93,124.83,180.8,38.28,14.88,22.15,1
1367,10.03,10.02,24.86,31.15,29.88,5.97,19.81,65.64,21.76,35.86,99.86,124.71,180.05,38.0,14.75,22.27,1
1368,10.12,10.79,26.92,32.01,30.65,6.16,21.5,65.2,23.0,37.05,101.88,126.7,181.95,39.78,15.53,23.1,0
1369,9.93,9.98,24.96,30.94,30.07,5.93,20.1,66.07,21.73,36.12,100.42,125.24,180.61,38.16,14.86,21.78,1
1370,9.75,9.55,24.51,29.06,28.12,5.3,18.55,64.08,20.57,34.64,98.11,123.84,178.74,36.52,14.34,21.64,0
1371,10.01,9.94,24.91,31.16,30.09,5.93,20.0,65.65,22.2,36.24,99.56,124.87,180.22,37.75,14.77,21.79,1
1372,10.01,10.05,24.85,31.1,29.86,6.04,20.1,66.23,22.17,36.22,99.93,125.34,180.5,37.93,14.94,22.17,1
1373,10.07,9.95,25.09,30.83,29.88,6.02,19.8,66.34,21.83,35.74,100.04,125.12,179.97,38.11,15.01,22.01,1
1374,10.1,9.99,24.81,30.89,30.18,5.96,19.84,66.37,22.06,35.74,99.91,125.11,179.73,38.12,14.83,22.06,1
1375,10.1,9.99,25.0,30.88,30.12,5.95,19.86,66.24,22.2,35.73,99.91,124.86,179.38,37.82,14.89,21.87,1
1376,10.43,9.55,25.42,30.69,30.08,5.86,20.38,65.31,21.79,36.31,101.12,124.2,180.24,38.7,14.42,23.14,0
1377,10.01,10.09,24.93,31.06,29.81,5.94,20.12,65.69,22.04,36.16,100.1,125.42,179.74,38.14,15.0,22.01,1
1378,10.03,10.06,24.93,31.04,29.98,6.07,19.99,66.35,21.99,35.78,99.65,124.98,179.38,38.27,15.16,22.13,1
1379,9.91,10.0,25.12,30.92,29.87,6.0,20.09,65.84,22.07,35.85,99.94,124.71,179.83,37.74,15.07,21.87,1
1380,8.3,9.15,23.82,29.5,29.25,4.53,18.25,64.13,20.96,34.38,98.46,123.32,178.23,36.15,13.93,21.24,0
1381,9.19,8.54,24.41,30.65,30.55,6.87,19.18,67.08,23.29,36.96,100.29,126.41,179.99,37.63,14.63,22.0,1
1382,9.95,9.98,24.85,30.89,29.85,6.08,20.06,66.61,22.19,35.88,100.36,124.76,180.41,38.24,14.81,22.07,1
1383,10.05,10.1,25.07,30.81,29.8,5.94,20.01,65.93,21.79,35.83,100.29,125.44,180.21,38.29,15.09,22.06,1
1384,10.04,10.05,25.18,31.15,29.8,6.01,19.89,65.62,22.01,35.78,100.12,124.66,179.71,37.84,14.84,21.78,1
1385,10.09,9.98,24.93,30.96,30.16,6.09,20.05,65.98,21.84,36.16,100.39,125.04,180.38,38.01,14.99,22.22,1
1386,8.98,9.54,24.65,31.84,30.98,6.17,20.6,66.28,21.4,35.01,98.9,126.32,180.17,37.24,14.91,22.77,0
1387,8.63,8.61,25.48,31.32,29.68,7.08,18.84,64.86,22.03,34.76,101.04,126.5,178.78,37.26,15.62,20.95,0
1388,9.95,9.96,25.01,31.14,29.84,6.02,20.2,66.36,21.72,36.24,99.79,124.76,180.14,38.18,14.92,21.72,1
1389,9.98,9.95,24.86,31.12,30.2,6.08,19.91,66.16,22.26,35.9,100.26,125.21,180.44,38.03,14.7,22.16,1
1390,10.09,9.92,25.1,31.06,30.08,5.94,19.8,65.94,21.91,36.08,99.6,124.51,179.94,37.78,15.09,22.29,1
1391,9.94,10.05,25.1,30.89,30.13,6.04,20.03,65.7,22.05,36.21,100.33,125.18,180.25,38.0,15.12,22.03,1
1392,10.05,10.1,24.88,30.82,30.15,6.0,20.09,65.74,21.89,36.27,99.99,124.96,180.16,37.73,14.92,22.27,1
1393,11.0,11.06,25.31,31.77,30.92,6.93,21.76,64.04,22.79,37.22,101.66,125.76,181.87,38.71,16.5,23.53,0
1394,10.05,10.32,25.27,29.78,30.48,5.8,19.0,65.2,21.52,36.66,101.4,126.14,180.16,37.9,14.5,20.75,1
1395,10.07,10.02,25.03,30.93,30.04,6.04,20.14,65.66,21.93,35.89,100.2,124.72,180.77,38.25,14.86,21.87,1
1396,9.91,9.94,24.94,30.86,30.07,5.95,20.0,65.75,21.88,36.17,99.64,125.25,179.48,38.21,15.19,22.02,1
1397,10.05,9.96,24.81,30.95,29.84,6.04,20.04,65.73,22.22,35.73,100.02,124.52,180.17,38.02,14.93,21.74,1
1398,10.07,10.01,24.9,30.85,30.13,5.95,19.93,66.32,21.78,35.72,99.8,124.87,179.69,38.2,14.73,21.94,1
1399,10.09,10.1,25.08,30.94,30.1,6.05,19.84,66.24,21.7,35.86,100.23,125.06,180.36,37.77,14.87,22.18,1
1400,9.93,9.95,24.91,31.12,30.06,6.1,20.03,66.49,21.77,36.09,100.02,125.36,180.68,38.18,14.75,21.94,1
1401,10.03,9.94,25.2,30.92,29.98,6.09,19.98,66.41,22.26,35.81,99.69,125.41,179.75,38.14,14.85,21.84,1
1402,10.44,11.1,26.97,31.47,30.28,7.37,22.27,64.62,22.65,36.75,101.05,125.61,181.48,40.97,15.42,22.95,0
1403,9.97,9.97,24.87,31.0,29.98,6.0,20.06,66.06,21.72,36.04,100.12,124.83,180.24,38.12,15.17,22.3,1
1404,10.01,9.92,25.15,31.13,29.86,5.99,20.03,66.46,22.09,36.27,99.67,124.97,180.51,37.88,15.18,21.85,1
1405,10.45,11.07,26.16,32.74,30.43,7.33,20.83,64.36,22.83,37.49,101.11,126.72,181.4,38.93,15.79,23.74,0
1406,10.25,11.14,25.42,32.13,31.39,6.48,21.6,64.43,23.95,36.41,101.94,125.83,181.34,40.9,16.98,23.66,0
1407,10.34,8.93,25.77,32.24,29.22,6.58,20.47,66.55,22.5,37.07,100.52,126.07,181.44,37.37,14.38,22.03,1
1408,9.99,10.07,24.92,31.1,30.1,6.08,20.18,66.31,21.97,35.79,99.65,125.47,180.27,38.01,14.9,21.78,1
1409,10.72,9.15,25.73,30.97,29.68,6.59,19.06,65.17,21.84,35.87,99.51,125.15,178.23,37.64,14.57,22.73,0
1410,10.08,9.92,24.99,31.1,30.1,6.02,20.12,66.15,22.13,36.23,99.75,125.34,179.47,37.87,14.7,21.75,1
1411,10.02,9.9,25.15,31.19,30.04,5.93,20.09,66.24,21.96,36.14,100.12,124.59,180.54,38.21,15.26,21.95,1
1412,10.05,9.96,25.0,31.19,29.82,6.05,20.03,66.11,21.84,36.14,100.04,125.24,179.41,37.97,15.01,21.9,1
1413,10.09,10.05,24.82,31.02,30.09,5.97,19.91,66.25,21.8,35.85,100.06,125.19,180.04,37.87,15.18,22.14,1
1414,10.86,9.85,24.63,30.18,29.37,5.51,19.52,66.8,21.53,36.58,99.15,125.06,180.42,39.25,15.96,21.91,0
1415,10.06,9.96,24.9,31.02,30.02,6.01,20.08,66.56,22.13,35.79,99.74,125.19,180.26,38.06,15.22,22.1,1
1416,10.1,10.06,24.8,31.15,30.04,5.91,19.96,65.96,22.16,35.77,100.23,125.23,180.24,38.11,14.93,22.0,1
1417,10.09,9.91,25.2,31.0,29.89,5.9,19.87,65.94,22.12,35.8,99.79,124.92,180.35,38.27,15.16,22.01,1
1418,9.91,10.01,24.84,30.9,30.15,6.1,20.12,66.18,21.84,36.19,100.08,124.91,180.4,37.73,14.9,22.09,1
1419,10.01,9.93,24.82,30.9,29.98,6.09,19.8,65.7,22.11,36.26,99.76,125.27,179.24,38.24,15.2,21.84,1
1420,9.25,10.1,25.0,30.35,31.12,6.46,19.41,65.52,21.39,35.81,100.7,126.25,181.6,38.41,14.31,22.46,0
1421,10.03,10.09,25.0,31.03,30.1,6.05,20.14,66.02,21.87,36.29,100.06,125.47,180.72,38.28,14.75,22.11,1
1422,8.63,9.4,24.67,30.86,30.84,6.79,20.29,65.6,21.61,35.11,99.81,126.35,179.58,37.78,14.2,21.21,0
1423,10.05,10.04,24.82,30.98,29.88,5.92,20.17,65.83,21.92,36.2,100.34,125.48,180.2,37.81,14.95,22.17,1
1424,11.01,10.56,26.59,31.34,30.42,7.42,21.09,64.35,22.63,37.45,101.25,125.55,180.98,40.86,15.69,23.5,0
1425,10.09,10.07,24.87,30.8,29.98,5.9,19.85,66.39,21.98,36.27,99.93,125.33,180.27,38.28,15.29,22.26,1
1426,10.08,10.07,25.05,31.04,30.12,6.01,19.83,66.05,21.93,36.17,100.43,124.99,180.37,38.06,14.82,21.7,1
1427,10.09,9.96,24.94,31.11,29.86,6.09,20.15,65.94,22.28,36.0,99.56,125.38,179.78,38.07,15.03,22.01,1
1428,10.03,10.05,24.99,30.81,30.04,6.06,19.97,66.44,21.93,36.29,100.29,125.13,180.42,37.94,15.17,22.15,1
1429,10.04,10.0,24.94,30.91,30.14,5.93,20.01,65.98,21.8,36.24,99.57,124.99,180.36,38.24,14.84,22.04,1
1430,9.99,10.0,25.02,31.05,30.01,5.99,20.15,66.43,21.96,35.87,100.22,125.1,180.2,38.27,14.99,21.8,1
1431,9.31,10.94,25.19,29.57,29.99,5.76,19.72,67.02,21.84,35.23,101.06,124.27,181.26,37.63,14.65,21.23,1
1432,9.94,10.06,25.0,31.03,30.01,6.07,19.92,66.37,21.72,36.11,100.31,125.42,180.28,38.15,15.19,21.78,1
1433,10.98,11.17,26.9,31.7,30.46,6.52,22.49,64.62,22.74,37.34,101.0,125.57,181.12,40.32,16.74,23.41,0
1434,10.52,9.26,25.31,30.09,30.76,6.38,20.36,67.46,22.7,37.29,98.76,124.13,180.81,37.18,14.32,21.81,1
1435,8.51,10.26,25.71,30.82,31.16,5.5,18.81,66.98,22.97,34.83,101.18,124.12,179.33,37.43,14.03,21.56,1
1436,8.89,9.68,24.58,31.57,30.34,6.56,19.49,67.17,22.43,37.17,100.96,124.25,179.76,38.17,14.33,21.59,0
1437,9.9,10.08,25.14,31.09,29.99,5.92,20.02,66.44,22.26,36.03,99.61,124.8,180.68,37.76,15.19,21.91,1
1438,9.81,9.31,25.04,32.09,29.56,6.85,18.85,65.85,21.63,34.96,98.64,125.27,178.75,36.75,15.54,21.79,0
1439,9.94,10.04,24.99,30.82,30.15,6.05,20.15,65.86,22.27,35.8,99.68,125.02,179.82,37.92,15.12,21.76,1
1440,8.66,9.37,23.27,29.08,29.23,5.25,19.03,65.59,21.43,34.25,99.12,123.02,178.84,37.0,13.61,21.29,0
1441,10.53,9.74,24.57,31.84,30.8,6.13,19.62,66.79,20.72,35.04,101.39,124.39,178.84,38.98,15.05,21.62,0
1442,10.02,10.76,24.97,31.03,30.01,5.98,20.78,64.66,22.62,35.65,99.44,124.01,180.95,39.3,16.06,20.74,0
1443,8.25,8.57,24.46,29.75,28.52,4.34,19.45,65.4,20.39,35.43,98.74,123.62,179.17,36.28,14.69,21.4,0
1444,9.93,9.95,25.17,30.97,30.01,5.98,20.2,66.28,22.18,35.74,99.52,125.02,179.37,38.11,15.09,21.82,1
1445,9.96,9.95,24.82,31.07,30.06,5.97,19.91,66.51,21.97,35.75,100.16,124.92,180.47,38.15,15.2,21.77,1
1446,10.07,9.95,25.06,31.1,29.81,5.91,19.84,66.61,22.2,36.05,100.16,124.93,180.15,37.88,15.26,22.24,1
1447,10.06,10.08,25.13,31.19,30.14,5.95,19.9,66.12,22.02,36.24,99.68,124.51,179.8,38.04,15.16,22.29,1
1448,10.24,9.2,24.12,31.71,30.6,5.88,20.27,65.5,22.35,35.36,100.02,125.69,178.8,37.45,14.24,21.35,0
1449,10.06,10.07,25.03,30.83,30.02,5.94,19.83,65.94,21.94,35.9,100.35,125.45,179.36,37.74,14.76,21.72,1
1450,9.93,9.96,24.95,31.08,30.05,5.92,19.87,66.29,22.05,36.27,100.1,125.02,179.78,38.05,15.3,21.9,1
1451,9.97,10.02,24.89,30.86,29.89,5.92,20.13,65.74,21.92,36.16,100.47,125.35,180.54,38.11,15.21,22.12,1
1452,9.97,10.06,25.02,31.11,30.12,5.93,19.96,66.22,21.9,35.8,100.12,124.58,179.59,38.28,14.72,22.28,1
1453,9.61,9.96,24.16,30.92,30.96,5.45,20.79,65.42,21.25,36.1,98.84,123.69,178.32,36.9,16.01,21.49,0
1454,10.08,10.1,24.94,30.82,30.03,6.01,19.84,65.96,22.25,35.82,99.92,125.24,179.79,38.08,15.29,21.8,1
1455,9.1,9.04,23.46,29.61,29.21,4.9,19.27,64.2,20.71,34.45,98.53,123.11,179.05,37.41,14.31,21.49,0
1456,9.9,9.95,25.16,30.8,29.94,5.97,20.14,66.59,22.03,36.1,99.85,124.54,179.64,37.85,15.23,21.75,1
1457,9.95,10.01,25.12,30.89,30.06,5.91,20.02,66.32,21.78,35.89,100.22,124.56,180.58,37.99,14.76,22.15,1
1458,10.08,9.98,25.13,31.1,29.93,5.97,20.14,66.17,22.14,36.05,100.22,125.22,180.61,38.01,15.06,22.21,1
1459,9.98,10.06,25.12,30.82,30.07,6.05,19.84,66.16,21.85,35.87,99.94,125.13,180.78,37.85,15.25,21.96,1
1460,8.5,9.63,24.14,29.42,28.32,5.83,18.04,65.24,21.49,35.13,98.86,123.59,179.14,36.45,14.38,20.96,0
1461,9.05,9.76,25.51,32.07,29.37,5.44,19.02,67.33,22.31,37.12,99.84,126.12,180.84,38.93,13.96,21.07,1
1462,9.97,10.02,24.85,31.15,29.93,6.03,20.07,65.82,21.75,36.16,99.63,125.27,180.16,37.97,15.15,22.18,1
1463,9.97,10.04,25.07,31.05,29.96,6.07,20.14,65.74,21.9,35.94,100.14,124.67,180.44,37.72,15.22,21.96,1
1464,10.66,9.84,25.28,30.63,29.35,6.32,21.12,64.63,21.69,35.66,100.03,123.86,180.69,37.61,15.76,22.51,0
1465,10.05,9.93,25.03,30.96,29.96,6.09,19.84,66.36,22.03,36.26,100.0,124.58,180.23,38.19,15.12,22.08,1
1466,9.95,10.02,25.09,30.97,30.11,6.06,19.94,66.47,22.14,36.2,100.36,125.39,180.59,37.94,14.74,21.96,1
1467,9.98,9.92,25.12,30.81,29.96,5.96,19.88,65.89,22.06,35.71,100.15,125.3,180.74,38.02,14.94,21.89,1
1468,10.0,10.04,24.81,30.92,29.82,5.96,20.13,66.42,21.98,35.84,100.06,124.81,180.64,38.09,14.75,22.02,1
1469,10.03,10.08,25.14,31.04,30.08,5.91,19.87,66.01,22.08,35.95,99.63,124.69,179.43,37.71,14.82,21.87,1
1470,10.35,10.37,26.65,32.74,30.94,7.1,22.12,64.54,23.99,36.5,101.8,126.79,181.97,40.15,16.78,23.44,0
1471,9.97,10.06,25.09,30.94,29.82,6.1,19.88,66.49,22.08,36.2,99.61,124.72,180.2,37.94,14.98,21.85,1
1472,10.35,10.48,26.32,31.51,30.68,6.81,21.29,64.29,22.3,36.6,101.75,126.0,181.57,40.54,15.87,23.16,0
1473,8.25,8.52,24.42,29.64,28.95,5.15,18.64,64.69,20.07,34.55,98.69,123.68,179.13,36.04,13.62,21.38,0
1474,10.0,10.72,25.25,31.3,29.53,5.68,19.64,66.9,20.93,35.16,98.95,125.63,178.87,37.75,14.84,20.78,0
1475,10.02,10.0,24.95,30.82,29.9,6.0,20.03,66.58,22.24,36.02,100.37,125.21,179.42,37.73,15.0,21.92,1
1476,8.59,8.17,23.16,29.57,28.02,5.52,19.64,65.1,20.06,34.1,98.19,123.31,178.05,36.11,14.34,20.63,0
1477,10.02,10.03,24.8,30.83,29.88,6.03,19.92,65.97,22.0,36.06,100.37,124.72,179.55,37.95,15.04,21.78,1
1478,8.66,9.67,24.55,30.81,30.51,7.05,21.17,67.45,23.02,36.88,101.36,124.16,180.15,37.66,14.15,20.94,0
1479,10.09,9.96,25.18,30.87,29.93,6.07,19.94,66.19,21.71,35.97,99.97,125.43,180.31,38.14,15.0,21.76,1
1480,9.04,8.41,23.64,29.83,29.27,4.12,19.78,64.89,21.41,35.69,98.29,123.73,178.5,36.37,13.94,21.25,0
1481,8.94,8.65,23.34,29.71,28.46,5.46,18.47,65.24,20.66,35.22,98.62,123.78,178.33,37.0,14.33,20.36,0
1482,10.01,10.09,25.01,31.1,30.1,6.04,19.81,66.16,22.28,36.13,100.02,125.3,180.72,38.02,15.25,22.21,1
1483,10.04,10.09,25.03,31.17,29.93,6.09,20.19,66.07,21.86,35.73,100.22,125.24,179.84,37.85,14.79,22.05,1
1484,9.63,10.49,24.11,31.87,29.03,6.99,19.26,65.35,22.11,34.91,100.74,123.8,180.22,37.74,16.28,20.94,0
1485,8.9,10.92,24.52,29.7,31.09,5.24,19.07,66.06,22.9,36.02,99.23,126.27,179.34,36.83,14.91,21.29,1
1486,10.01,9.93,25.02,31.15,30.0,6.03,20.01,66.46,22.03,36.12,100.36,125.46,179.91,38.02,14.94,21.88,1
1487,9.94,9.98,24.84,31.07,30.18,5.97,19.91,65.98,22.15,36.18,99.69,125.32,179.85,38.04,14.97,21.9,1
1488,10.51,9.03,24.22,30.11,29.57,5.0,20.93,64.81,21.52,36.08,100.48,125.36,179.42,37.32,14.83,21.12,1
